Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source,SA4_CODE26,SA4_NAME26,STE_NAME26,source_record_id,dc_location_key,augmentation_status,match_distance_m,match_method,external_id,external_title,external_address,external_operator,external_dc_plug_types,external_usage_cost_text,external_access_type,external_bay_count,external_number_of_points,external_status,external_last_verified,external_provider,external_provider_license,external_source_url,augmented,augmentation_source,matched_sources,evie_match_status,evie_augmented,ampol_match_status,ampol_augmented,ocm_match_status,ocm_augmented,osm_match_status,osm_augmented
,"Shop 2140, Newcastle, 2289",exploren,4,DC,60 kW,-32.94079384,151.7105495,Newcastle City Council,2289,Existing Fast Chargers,111,Newcastle and Lake Macquarie,New South Wales,ev_00953,"-32.940794,151.710550",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"University of Wollongong, Northfields Avenue, Wollongong NSW 2522, Australia",chargefox,6,DC,175 kW,-34.4079569,150.877135,Wollongong City Council,2522,Fast Charging R2,107,Illawarra,New South Wales,ev_00968,"-34.407957,150.877135",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"Valder Way, Charles Sturt University, 2678",exploren,2,DC,120 kW,-35.05693398,147.3512593,Wagga Wagga City Council,2678,Existing Fast Chargers,113,Riverina,New South Wales,ev_00969,"-35.056934,147.351259",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,review_identity,False
,"Waddells Ave, Singleton, 2330",everty,2,DC,50 kW,-32.57698603,151.1842142,Singleton Council,2330,Existing Fast Chargers,106,Hunter Valley exc Newcastle,New South Wales,ev_00972,"-32.576986,151.184214",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,197-215 Condamine St Balgowlah NSW 2093 Australia,tesla motors,6,DC,2x350kW & 2x175kW,-33.7929122,151.2645298,,2093,,122,Sydney - Northern Beaches,New South Wales,ev_01048,"-33.792912,151.264530",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,review_identity,False
,"University of Wollongong, Northfields Avenue, Wollongong NSW 2522, Australia",university of,6,DC,2x350kW & 2x175kW,-34.4079569,150.877135,,2522,,107,Illawarra,New South Wales,ev_01058,"-34.407957,150.877135",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,20-22 Camden Rd Campbelltown NSW 2560 Australia,tesla motors,12,DC,2x350kW & 2x175kW,-34.0722029,150.8068155,,2560,,123,Sydney - Outer South West,New South Wales,ev_01071,"-34.072203,150.806815",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_identity,False,unmatched,False,review_shared_external,False,review_identity,False
,"241 Waterworth Dr, Mount Annan NSW 2567, Australia",viva energy australia,4,DC,2x350kW & 2x175kW,-34.0495366,150.7601125,,2567,,123,Sydney - Outer South West,New South Wales,ev_01082,"-34.049537,150.760112",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,review_identity,False
,"19 Princes Hwy, Figtree NSW 2525, Australia",tesla motors,6,DC,2x350kW & 2x175kW,-34.4366153,150.8632982,,2525,,107,Illawarra,New South Wales,ev_01084,"-34.436615,150.863298",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,review_identity,False,review_identity,False
,"173 Canterbury Road, Bankstown NSW 2200",tesla motors,6,DC,175 kW,-33.9336017,151.0299345,Canterbury Bankstown Council,2200,Fast Charging R1,119,Sydney - Inner South West,New South Wales,ev_01292,"-33.933602,151.029934",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_identity,False,unmatched,False,review_identity,False,review_identity,False
,"179-183 Hume St, Goulburn NSW 2580",tesla motors,20,DC,175 kW,-34.7720602,149.6923766,Goulburn Mulwaree Council,2580,Fast Charging R1,101,Capital Region,New South Wales,ev_01301,"-34.772060,149.692377",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,review_identity,False,review_identity,False
,"2 Coast Hospital Rd, Little Bay NSW 2036, Australia",evie networks,2,DC,75 kW,-33.9808158,151.2498636,Randwick City Council,2036,Kerbside Charging R1,118,Sydney - Eastern Suburbs,New South Wales,ev_01340,"-33.980816,151.249864",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_shared_external,False,unmatched,False,unmatched,False,unmatched,False
,"218 Katoomba St, Katoomba NSW 2780, Australia",zeus renewables,4,DC,175 kW,-33.7177016,150.3112897,Blue Mountains City Council,2780,Fast Charging R1,124,Sydney - Outer West and Blue Mountains,New South Wales,ev_01382,"-33.717702,150.311290",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"234 Miller St, North Sydney NSW 2060, Australia",evie networks,4,DC,75 kW,-33.833276,151.2071934,North Sydney Council,2060,Kerbside Charging R1,121,Sydney - North Sydney and Hornsby,New South Wales,ev_01398,"-33.833276,151.207193",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_shared_external,False,unmatched,False,unmatched,False,unmatched,False
,25 Danks St Waterloo NSW 2017,tesla motors,8,DC,175 kW,-33.898174,151.2117721,"Sydney, Council of the City of",2017,Fast Charging R1,117,Sydney - City and Inner South,New South Wales,ev_01411,"-33.898174,151.211772",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,review_identity,False
,"260 Victoria Avenue, Chatswood, NSW 2067",tesla motors,8,DC,175 kW,-33.7949453,151.188291,Willoughby City Council,2067,Fast Charging R1,121,Sydney - North Sydney and Hornsby,New South Wales,ev_01425,"-33.794945,151.188291",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,review_identity,False,unmatched,False
,"2-8 Turramurra Ave, Turramurra NSW 2074, Australia",evie networks,4,DC,75 kW,-33.732342,151.1304142,Ku-ring-gai Council,2074,Kerbside Charging R1,121,Sydney - North Sydney and Hornsby,New South Wales,ev_01439,"-33.732342,151.130414",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_shared_external,False,unmatched,False,unmatched,False,unmatched,False
,"29 Perry St, Euston NSW 2737, Australia",nrma electric,4,DC,175 kW,-34.5765963,142.7428195,Balranald Shire Council,2737,Fast Charging R1,109,Murray,New South Wales,ev_01446,"-34.576596,142.742819",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"31 Moate St, Georgetown NSW 2298, Australia",chargefox,2,DC,60 kW,-32.90876,151.7296847,Newcastle City Council,2298,Kerbside Charging R1,111,Newcastle and Lake Macquarie,New South Wales,ev_01479,"-32.908760,151.729685",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"392 Manns Road, West Gosford NSW 2250 Australia",tesla motors,12,DC,175 kW,-33.4258966,151.3205356,Central Coast Council,2250,Fast Charging R1,102,Central Coast,New South Wales,ev_01517,"-33.425897,151.320536",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,review_identity,False,unmatched,False,review_identity,False
,"3A Cowell St, Gladesville NSW 2111, Australia",evie networks,2,DC,75 kW,-33.8329216,151.1276887,"Hunters Hill, The Council of the Municipality of",2111,Kerbside Charging R1,126,Sydney - Ryde,New South Wales,ev_01520,"-33.832922,151.127689",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_shared_external,False,unmatched,False,unmatched,False,review_identity,False
,"424 Hoxton Park Rd, Prestons, NSW, 2170",nrma electric,4,DC,175 kW,-33.9304674,150.8750193,Liverpool City Council,2170,Fast Charging R1,127,Sydney - South West,New South Wales,ev_01541,"-33.930467,150.875019",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"46 Wynter St, Taree NSW 2430, Australia",tesla motors,12,DC,175 kW,-31.9091185,152.4602815,Mid-Coast Council,2430,Fast Charging R1,108,Mid North Coast,New South Wales,ev_01555,"-31.909119,152.460282",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,review_identity,False,review_identity,False
,"47-49A Cleary St, Hamilton NSW 2303, Australia",chargefox,2,DC,60 kW,-32.9212044,151.7479743,Newcastle City Council,2303,Kerbside Charging R1,111,Newcastle and Lake Macquarie,New South Wales,ev_01557,"-32.921204,151.747974",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"592 Anzac Pde, Kingsford NSW 2032, Australia",evie networks,4,DC,75 kW,-33.9260318,151.2312658,Randwick City Council,2032,Kerbside Charging R1,118,Sydney - Eastern Suburbs,New South Wales,ev_01615,"-33.926032,151.231266",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_shared_external,False,unmatched,False,unmatched,False,review_identity,False
,"60-62 Amherst St, Cammeray NSW 2062, Australia",evie networks,4,DC,50 kW,-33.8227718,151.2109254,North Sydney Council,2062,Kerbside Charging R1,121,Sydney - North Sydney and Hornsby,New South Wales,ev_01621,"-33.822772,151.210925",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_ambiguous,False,unmatched,False,unmatched,False,unmatched,False
,"65 Hume St, Crows Nest NSW 2065, Australia",evie networks,4,DC,75 kW,-33.8243185,151.2002301,North Sydney Council,2065,Kerbside Charging R1,121,Sydney - North Sydney and Hornsby,New South Wales,ev_01640,"-33.824318,151.200230",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_identity,False,unmatched,False,review_identity,False,review_identity,False
,"76 Glossop St, North St Marys NSW 2760, Australia",bp,4,DC,175 kW,-33.7601979,150.7816339,Penrith City Council,2760,Fast Charging R1,124,Sydney - Outer West and Blue Mountains,New South Wales,ev_01681,"-33.760198,150.781634",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,review_ambiguous,False
,"8 Federation Rd, Camperdown NSW 2050, Australia",eve australia,2,DC,60 kW,-33.8934749,151.178294,Inner West Council,2050,Kerbside Charging R1,117,Sydney - City and Inner South,New South Wales,ev_01688,"-33.893475,151.178294",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"8 Stanley St, Bathurst, NSW, 2795, Australia",nrma electric,4,DC,175 kW,-33.413357,149.5853256,Bathurst Regional Council,2795,Fast Charging R1,103,Central West,New South Wales,ev_01692,"-33.413357,149.585326",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_identity,False,unmatched,False,unmatched,False,review_identity,False
,"801-899R Bunnerong Rd, Chifley NSW 2036, Australia",chargefox,2,DC,50 kW,-33.9729613,151.2365649,Waverley Council,2036,Kerbside Charging R1,118,Sydney - Eastern Suburbs,New South Wales,ev_01695,"-33.972961,151.236565",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,review_shared_external,False,unmatched,False
,82 Summer St Orange NSW 2800 Australia,tesla motors,6,DC,175 kW,-33.2833264,149.0944601,Orange City Council,2800,Fast Charging R1,103,Central West,New South Wales,ev_01701,"-33.283326,149.094460",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"8275 Pacific Hwy, New Italy NSW 2472",tesla motors,12,DC,175 kW,-30.8015492,152.8689544,Richmond Valley Council,2472,Fast Charging R1,108,Mid North Coast,New South Wales,ev_01703,"-30.801549,152.868954",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"872 Anzac Pde, Maroubra, NSW, 2035",evie networks,4,DC,75 kW,-33.9406054,151.2395169,Randwick City Council,2035,Kerbside Charging R1,118,Sydney - Eastern Suburbs,New South Wales,ev_01716,"-33.940605,151.239517",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_shared_external,False,unmatched,False,unmatched,False,review_identity,False
,"9 Vickery Ave, Rose Bay NSW 2029, Australia",evie networks,4,DC,75 kW,-33.8703543,151.2642569,Woollahra Municipal Council,2029,Kerbside Charging R1,118,Sydney - Eastern Suburbs,New South Wales,ev_01727,"-33.870354,151.264257",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_shared_external,False,unmatched,False,unmatched,False,unmatched,False
,"9-17 Short St, Parkes NSW 2870",tesla motors,4,DC,175 kW,-33.1413775,148.1740685,Parkes Shire Council,2870,Fast Charging R1,103,Central West,New South Wales,ev_01734,"-33.141377,148.174069",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,review_identity,False,review_identity,False
,"924 Anzac Pde, Maroubra NSW 2035, Australia",evie networks,2,DC,75 kW,-33.9427694,151.2401202,Randwick City Council,2035,Kerbside Charging R1,118,Sydney - Eastern Suburbs,New South Wales,ev_01735,"-33.942769,151.240120",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_shared_external,False,unmatched,False,unmatched,False,review_identity,False
,"Brewer St, Concord NSW 2137, Australia",evie networks,4,DC,75 kW,-33.8538342,151.1054057,City Of Canada Bay Council,2137,Kerbside Charging R1,120,Sydney - Inner West,New South Wales,ev_01752,"-33.853834,151.105406",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_shared_external,False,unmatched,False,unmatched,False,review_identity,False
,"Cabarita Beach Bowls and Sports Club, Cabarita Beach NSW 2488",nrma electric,4,DC,175 kW,-28.332159,153.5641479,Tweed Shire Council,2488,Fast Charging R1,112,Richmond - Tweed,New South Wales,ev_01757,"-28.332159,153.564148",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,review_identity,False,unmatched,False
,"Cnr Cumberland Hwy & Cabramatta Rd W, Cabramatta NSW 2166, Australia",bp,4,DC,175 kW,-33.8993725,150.9191077,Fairfield City Council,2166,Fast Charging R1,127,Sydney - South West,New South Wales,ev_01760,"-33.899372,150.919108",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_identity,False,unmatched,False,review_identity,False,review_identity,False
,Council Car Park Lot 4 / DP251076 between 46 Lowe Street Queanbeyan NSW 2620,nrma electric,4,DC,175 kW,-35.3549827,149.2329145,Queanbeyan-Palerang Regional Council,2620,Fast Charging R1,101,Capital Region,New South Wales,ev_01764,"-35.354983,149.232914",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"Gasworks Ln, Molong, NSW, 2866, Australia",nrma electric,4,DC,175 kW,-33.0912006,148.8706612,Cabonne Council,2866,Fast Charging R1,103,Central West,New South Wales,ev_01772,"-33.091201,148.870661",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,review_identity,False
,"Gouldsbury St, Mosman NSW 2088, Australia",evie networks,2,DC,75 kW,-33.8276585,151.2423815,Mosman Municipal Council,2088,Kerbside Charging R1,121,Sydney - North Sydney and Hornsby,New South Wales,ev_01776,"-33.827658,151.242381",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_shared_external,False,unmatched,False,review_identity,False,unmatched,False
,"Queens Rd, Five Dock NSW 2046, Australia",evie networks,4,DC,75 kW,-33.8696308,151.1223747,City Of Canada Bay Council,2046,Kerbside Charging R1,120,Sydney - Inner West,New South Wales,ev_01789,"-33.869631,151.122375",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_identity,False,unmatched,False,unmatched,False,review_identity,False
,"1 Tasman Rd, Gumly Gumly NSW 2652, Australia",bp,6,DC,175 kW,-35.1262128,147.4209242,Wagga Wagga City Council,2652,Fast Charging R1,113,Riverina,New South Wales,ev_01832,"-35.126213,147.420924",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,review_identity,False
,"1/118 Bourke Rd, Alexandria NSW 2015",tesla motors,6,DC,175 kW,-33.9132474,151.1935823,"Sydney, Council of the City of",2015,Fast Charging R1,117,Sydney - City and Inner South,New South Wales,ev_01836,"-33.913247,151.193582",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,review_identity,False
,"105-107 Alt St, Ashfield NSW 2131, Australia",eve australia,2,DC,25 kW,-33.8803158,151.1299199,Inner West Council,2131,Kerbside Charging R1,120,Sydney - Inner West,New South Wales,ev_01851,"-33.880316,151.129920",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,review_identity,False
,"106 Parraween St, Cremorne NSW 2090, Australia",evie networks,4,DC,75 kW,-33.8272794,151.2301624,North Sydney Council,2090,Kerbside Charging R1,121,Sydney - North Sydney and Hornsby,New South Wales,ev_01853,"-33.827279,151.230162",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_shared_external,False,unmatched,False,unmatched,False,unmatched,False
,117 Tibbereena St Narrabri NSW 2390 Australia,tesla motors,4,DC,175 kW,-30.3226373,149.7801888,Narrabri Shire Council,2390,Fast Charging R1,110,New England and North West,New South Wales,ev_01878,"-30.322637,149.780189",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,review_identity,False
,"1215 Anzac Pde, Matraville, NSW, 2036",evie networks,4,DC,75 kW,-33.9626402,151.245869,Randwick City Council,2036,Kerbside Charging R1,118,Sydney - Eastern Suburbs,New South Wales,ev_01892,"-33.962640,151.245869",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_identity,False,unmatched,False,unmatched,False,unmatched,False
,"1233 Victoria Rd, West Ryde NSW 2114, Australia",bp,4,DC,175 kW,-33.8067305,151.0708812,"Ryde, Council of the City of",2114,Fast Charging R1,126,Sydney - Ryde,New South Wales,ev_01895,"-33.806731,151.070881",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"13 Southey St, Jerilderie NSW 2716, Australia",bp,6,DC,175 kW,-35.3608978,145.7194667,Murrumbidgee Council,2716,Fast Charging R1,109,Murray,New South Wales,ev_01903,"-35.360898,145.719467",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,review_identity,False
,"144 Bayshore Dr, Byron Bay, 2481",chargefox,2,DC,50 kW,-28.62590795,153.586978,Byron Shire Council,2481,Existing Fast Chargers,112,Richmond - Tweed,New South Wales,ev_01912,"-28.625908,153.586978",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"154 Beach Rd, Batemans Bay NSW 2536",tesla motors,6,DC,175 kW,-35.7196933,150.1897432,Eurobodalla Shire Council,2536,Fast Charging R1,101,Capital Region,New South Wales,ev_01924,"-35.719693,150.189743",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,review_identity,False
,"162 Rouse St, Tenterfield NSW 2372, Australia",tesla motors,4,DC,175 kW,-29.0565237,152.0181884,Tenterfield Shire Council,2372,Fast Charging R1,110,New England and North West,New South Wales,ev_01937,"-29.056524,152.018188",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,review_identity,False,review_identity,False
