augmentation_source,Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source,SA4_CODE26,SA4_NAME26,STE_NAME26,source_record_id,dc_location_key,augmentation_status,match_distance_m,match_method,external_id,external_title,external_address,external_operator,external_dc_plug_types,external_usage_cost_text,external_access_type,external_bay_count,external_number_of_points,external_status,external_last_verified,external_provider,external_provider_license,external_source_url,augmented
evie,,"9 Eastern Valley Way, Northbridge NSW 2063",evie networks,4,DC,50 kW,-33.809326,151.208848,North Sydney Council,2063,ARENA - Driving the Nation,121,Sydney - North Sydney and Hornsby,New South Wales,ev_00764,"-33.809326,151.208848",matched,1.53,nearby_identity,6770,Northbridge Plaza,9 Eastern Valley Way  Northbridge 2063,Evie Networks,CCS Type 2,0.62/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"91 Spring St, Sydney, 2022",evie networks,4,DC,75 kW,-33.89264569,151.2481672,Waverley Council,2022,Existing Fast Chargers,118,Sydney - Eastern Suburbs,New South Wales,ev_00772,"-33.892646,151.248167",matched,0.1,nearby_identity,6699,Eastgate Bondi Junction,71/91 Spring St  Bondi Junction 2022,Evie Networks,CCS Type 2,0.62/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"93 Byamee St, Dapto NSW 2530",evie networks,4,DC,50 kW,-34.494604,150.795725,Wollongong City Council,2530,ARENA - Driving the Nation,107,Illawarra,New South Wales,ev_00777,"-34.494604,150.795725",matched,37.27,nearby_identity,6773,Dapto Mall,Moombara St  Dapto 2530,Evie Networks,CCS Type 2; CHAdeMO,0.60/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"930 Old Northern Rd, Glenorie NSW 2157",evie networks,4,DC,75 kW,-33.60191393,151.0082442,The Hills Shire Council,2157,ARENA - Driving the Nation,115,Sydney - Baulkham Hills and Hawkesbury,New South Wales,ev_00779,"-33.601914,151.008244",matched,0.6,nearby_identity,7739,The Village Glenorie,930 Old Northern Road  Glenorie 2157,Evie Networks,CCS Type 2; CHAdeMO,0.62/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"9-49 Chapel Rd, Bankstown NSW 2200",evie networks,4,DC,50 kW,-33.931975,151.030127,Canterbury Bankstown Council,2200,ARENA - Driving the Nation,119,Sydney - Inner South West,New South Wales,ev_00783,"-33.931975,151.030127",matched,0.25,nearby_identity,6695,HomeCo – Bankstown,9-49 Chapel Road  Bankstown 2200,Evie Networks,CCS Type 2; CHAdeMO,0.60/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"Cnr Elara Bvd &, Northbourne Dr, Sydney, 2765",evie networks,4,DC,150 kW,-33.69514919,150.8213664,Blacktown City Council,2765,Existing Fast Chargers,116,Sydney - Blacktown,New South Wales,ev_00833,"-33.695149,150.821366",matched,0.06,nearby_identity,7299,Elara Village – Marsden Park,"Cnr Elara Bvd &, Northbourne Dr  Marsden Park` 2765",Evie Networks,CCS Type 2,0.71/kWh + 0.04/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"Cnr Herring & Waterloo Rd, North Ryde NSW 2113",evie networks,4,DC,50 kW,-33.776893,151.122247,"Ryde, Council of the City of",2113,ARENA - Driving the Nation,126,Sydney - Ryde,New South Wales,ev_00834,"-33.776893,151.122247",matched,137.13,nearby_identity,6614,Macquarie Centre – North Ryde,Cnr Herring Rd & Waterloo Rd  North Ryde 2113,Evie Networks,CCS Type 2,0.62/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"Cnr Miller & Amherst St, Cammeray NSW 2062",evie networks,4,DC,75 kW,-33.82301829,151.2093468,North Sydney Council,2062,ARENA - Driving the Nation,121,Sydney - North Sydney and Hornsby,New South Wales,ev_00836,"-33.823018,151.209347",matched,0.93,nearby_identity,7756,Cammeray Square,Corner Miller St & Amherst St  Cammeray 2062,Evie Networks,CCS Type 2; CHAdeMO,0.60/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"Dorhauer Ln, Sydney, 2025",evie networks,2,DC,75 kW,-33.88851356,151.2376316,Woollahra Municipal Council,2025,Existing Fast Chargers,118,Sydney - Eastern Suburbs,New South Wales,ev_00850,"-33.888514,151.237632",matched,4.94,nearby_identity,4719,107 Queen Street Parking – Woollahra,Dorhauer Lane  Woollahra 2025,Evie Networks,CCS Type 2,0.60/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"Franklin St, Sydney, 2036",evie networks,2,DC,75 kW,-33.96116721,151.2488509,Randwick City Council,2036,Existing Fast Chargers,118,Sydney - Eastern Suburbs,New South Wales,ev_00856,"-33.961167,151.248851",matched,0.14,nearby_identity,5855,Pioneers Park Sportsfields – Malabar,3 Franklin St  Malabar 2036,Evie Networks,CCS Type 2,0.62/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"Pole Ln, Sydney, 2065",evie networks,4,DC,75 kW,-33.82462167,151.1997668,North Sydney Council,2065,Existing Fast Chargers,121,Sydney - North Sydney and Hornsby,New South Wales,ev_00932,"-33.824622,151.199767",matched,0.11,nearby_identity,5772,Hume Street Parking – Crows Nest,Pole Lane  Crows Nest 2065,Evie Networks,CCS Type 2,0.60/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"William St, Sydney, 2046",evie networks,2,DC,75 kW,-33.86864269,151.1185836,"Canada Bay Council, City of",2046,Existing Fast Chargers,120,Sydney - Inner West,New South Wales,ev_00976,"-33.868643,151.118584",matched,0.1,nearby_identity,5947,Five Dock Leisure Centre,William St  Five Dock 2046,Evie Networks,CCS Type 2,0.60/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"374 Peel St, Tamworth NSW 2340, Australia",evie networks,4,DC,175 kW,-31.0900932,150.9304748,Tamworth Regional Council,2340,Fast Charging R1,110,New England and North West,New South Wales,ev_01512,"-31.090093,150.930475",matched,0.0,nearby_identity,6730,Centrepoint Tamworth,"374 Peel Street, Tamworth  Tamworth 2340",Evie Networks,CCS Type 2,0.85/kWh,,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"85 South St, Ulladulla NSW 2539, Australia",evie networks,4,DC,175 kW,-35.3595567,150.4754013,Shoalhaven City Council,2539,Fast Charging R1,114,Southern Highlands and Shoalhaven,New South Wales,ev_01711,"-35.359557,150.475401",matched,93.61,nearby_identity,6579,Ulladulla Shopping Centre,85 South St  Ulladulla 2539,Evie Networks,CCS Type 2,0.82/kWh,,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"850 Woodville Rd, Villawood 2163, NSW",evie networks,4,DC,175 kW,-33.8791212,150.9776442,Canterbury Bankstown Council,2163,Fast Charging R2,125,Sydney - Parramatta,New South Wales,ev_01712,"-33.879121,150.977644",matched,89.52,nearby_identity,7185,Timezone – Villawood,824-850 Woodville Rd  Villawood 2163,Evie Networks,CCS Type 2,0.71/kWh + 0.04/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
ampol,,"105 Station Rd, Sydney, 2147",ampol,2,DC,150 kW,-33.77436041,150.9448809,Blacktown City Council,2147,Existing Fast Chargers,116,Sydney - Blacktown,New South Wales,ev_00067,"-33.774360,150.944881",matched,13.12,nearby_identity,0000022136,Ampol Foodary Seven Hills Station Rd,105 Station Rd Cnr Powers Rd Seven Hills 2147,Ampol,CCS 2; CHAdeMO,,,2,,,,Ampol official station locator,Official website; no open-data licence asserted,https://ampcharge.ampol.com.au/find-a-charging-station,True
ampol,,"12 Hume Hwy, Pheasants Nest, 2574",ampol,9,DC,150 kW,-34.28138543,150.640016,Wollondilly Shire Council,2574,Existing Fast Chargers,107,Illawarra,New South Wales,ev_00107,"-34.281385,150.640016",matched,42.77,nearby_identity,0000023205,Ampol Foodary Pheasants Nest Southbound,Lot 12 Hume Hwy Pheasants Nest 2574,Ampol,CCS 2; CHAdeMO,,,6,,,,Ampol official station locator,Official website; no open-data licence asserted,https://ampcharge.ampol.com.au/find-a-charging-station,True
ampol,,"12 Hume Hwy, Pheasants Nest, 2574",ampol,9,DC,150 kW,-34.28222427,150.6366026,Wollondilly Shire Council,2574,Existing Fast Chargers,123,Sydney - Outer South West,New South Wales,ev_00108,"-34.282224,150.636603",matched,110.06,nearby_identity,0000023220,Ampol Foodary Pheasants Nest Northbound,Lots 1 & 2 Hume Hwy Pheasants Nest 2574,Ampol,CCS 2; CHAdeMO,,,6,,,,Ampol official station locator,Official website; no open-data licence asserted,https://ampcharge.ampol.com.au/find-a-charging-station,True
ampol,,"133 Wyndham St Cnr Mcevoy St, Alexandria, NSW, 2015",ampol,2,DC,150 kW,-33.9020166,151.2000104,Bayside Council,2015,ARENA - Driving the Nation,117,Sydney - City and Inner South,New South Wales,ev_00140,"-33.902017,151.200010",matched,57.77,nearby_identity,0000022135,Ampol Foodary Alexandria,133 Wyndham St Cnr Mcevoy St Alexandria 2015,Ampol,CCS 2,,,2,,,,Ampol official station locator,Official website; no open-data licence asserted,https://ampcharge.ampol.com.au/find-a-charging-station,True
ampol,,"1509-1511 Pittwater Rd, Sydney, 2101",ampol,2,DC,150 kW,-33.70444949,151.2968509,Northern Beaches Council,2101,Existing Fast Chargers,122,Sydney - Northern Beaches,New South Wales,ev_00181,"-33.704449,151.296851",matched,30.41,nearby_identity,0000022120,Ampol Foodary Narrabeen,1509-1511 Pittwater Rd Narrabeen 2101,Ampol,CCS 2; CHAdeMO,,,2,,,,Ampol official station locator,Official website; no open-data licence asserted,https://ampcharge.ampol.com.au/find-a-charging-station,True
ampol,,"164 Mona Vale Rd, St Ives, NSW, 2075",ampol,2,DC,125 kW,-33.7307758,151.1570112,Ku-ring-gai Council,2075,ARENA - Driving the Nation,121,Sydney - North Sydney and Hornsby,New South Wales,ev_00207,"-33.730776,151.157011",matched,3.77,nearby_identity,0000022895,Ampol Foodary St Ives,164 Mona Vale Rd St Ives 2075,Ampol,CCS 2; CHAdeMO,,,2,,,,Ampol official station locator,Official website; no open-data licence asserted,https://ampcharge.ampol.com.au/find-a-charging-station,True
ampol,,"198 Great Western Highway, Hazelbrook, NSW, 2779",ampol,2,DC,125 kW,-33.7211325,150.4521067,Blue Mountains City Council,2779,ARENA - Driving the Nation,124,Sydney - Outer West and Blue Mountains,New South Wales,ev_00256,"-33.721133,150.452107",matched,66.76,nearby_identity,0000022545,Ampol Foodary Hazelbrook,198 Great Western Highway Hazelbrook 2779,Ampol,CCS 2; CHAdeMO,,,2,,,,Ampol official station locator,Official website; no open-data licence asserted,https://ampcharge.ampol.com.au/find-a-charging-station,True
ampol,,"2072 Camden Valley Way, Edmondson Park, NSW, 2174",ampol,2,DC,125 kW,-33.9558559,150.8648944,Liverpool City Council,2174,ARENA - Driving the Nation,127,Sydney - South West,New South Wales,ev_00312,"-33.955856,150.864894",matched,90.8,nearby_identity,0000028491,Ampol Foodary Edmondson Park,2072 Camden Valley Way Edmondson Park 2174,Ampol,CCS 2; CHAdeMO,,,2,,,,Ampol official station locator,Official website; no open-data licence asserted,https://ampcharge.ampol.com.au/find-a-charging-station,True
ampol,,"211 Lake Entrance Rd, Shellharbour City Centre, 2529",ampol,10,DC,150 kW,-34.56639944,150.8394074,Shellharbour City Council,2529,Existing Fast Chargers,107,Illawarra,New South Wales,ev_00323,"-34.566399,150.839407",matched,442.48,exact_address_within_500m,0000025118,AmpCharge Shellharbour Shopping Centre,211 Lake Entrance Rd Shellharbour City Centre 2529,Ampol,CCS 2,,,10,,,,Ampol official station locator,Official website; no open-data licence asserted,https://ampcharge.ampol.com.au/find-a-charging-station,True
ampol,,"342 Kanahooka Rd, Brownsville, NSW, 2530",ampol,2,DC,125 kW,-34.4859664,150.8064594,Wollongong City Council,2530,ARENA - Driving the Nation,107,Illawarra,New South Wales,ev_00476,"-34.485966,150.806459",matched,13.53,nearby_identity,0000022256,Ampol Foodary Brownsville,342 Kanahooka Rd Brownsville 2530,Ampol,CCS 2; CHAdeMO,,,2,,,,Ampol official station locator,Official website; no open-data licence asserted,https://ampcharge.ampol.com.au/find-a-charging-station,True
ampol,,"4 Defries Ave, Sydney, 2017",ampol,6,DC,150 kW,-33.90556061,151.2126807,"Sydney, Council of the City of",2017,Existing Fast Chargers,117,Sydney - City and Inner South,New South Wales,ev_00513,"-33.905561,151.212681",matched,6.07,nearby_identity,0000025107,AmpCharge East Village Shopping Centre,4 Defries Ave Zetland 2017,Ampol,CCS 2,,,6,,,,Ampol official station locator,Official website; no open-data licence asserted,https://ampcharge.ampol.com.au/find-a-charging-station,True
ampol,,"481 Princes Hwy, Sydney, 2232",ampol,2,DC,150 kW,-34.02936741,151.0807237,Sutherland Shire Council,2232,Existing Fast Chargers,128,Sydney - Sutherland,New South Wales,ev_00575,"-34.029367,151.080724",matched,0.6,nearby_identity,0000020040,Ampol Foodary Kirrawee,487 Princes Hwy Kirrawee 2232,Ampol,CCS 2,,,2,,,,Ampol official station locator,Official website; no open-data licence asserted,https://ampcharge.ampol.com.au/find-a-charging-station,True
ampol,,"516 Punchbowl Rd Cnr Wangee Rd, Lakemba, NSW, 2195",ampol,2,DC,125 kW,-33.911492,151.0732469,Canterbury Bankstown Council,2195,ARENA - Driving the Nation,119,Sydney - Inner South West,New South Wales,ev_00600,"-33.911492,151.073247",matched,0.0,nearby_identity,0000022276,Ampol Foodary Lakemba,516 Punchbowl Rd Cnr Wangee Rd Lakemba 2195,Ampol,CCS 2; CHAdeMO,,,2,,,,Ampol official station locator,Official website; no open-data licence asserted,https://ampcharge.ampol.com.au/find-a-charging-station,True
ampol,,"59-61 Pacific Hwy Cnr Unwin Rd, Waitara, NSW, 2077",ampol,2,DC,125 kW,-33.7105301,151.1024488,"Hornsby, The Council of the Shire of",2077,ARENA - Driving the Nation,121,Sydney - North Sydney and Hornsby,New South Wales,ev_00643,"-33.710530,151.102449",matched,5.8,nearby_identity,0000022810,Ampol Foodary Waitara,59-61 Pacific Hwy Cnr Unwin Rd Waitara 2077,Ampol,CCS 2; CHAdeMO,,,2,,,,Ampol official station locator,Official website; no open-data licence asserted,https://ampcharge.ampol.com.au/find-a-charging-station,True
ampol,,"69-71 Central Coast Hwy, Gosford West, NSW, 2250",ampol,2,DC,125 kW,-33.4267831,151.321995,Central Coast Council,2250,ARENA - Driving the Nation,102,Central Coast,New South Wales,ev_00680,"-33.426783,151.321995",matched,101.67,nearby_identity,0000022582,Ampol Foodary Gosford West (Eastbound),69-71 Central Coast Hwy Gosford West 2250,Ampol,CCS 2; CHAdeMO,,,2,,,,Ampol official station locator,Official website; no open-data licence asserted,https://ampcharge.ampol.com.au/find-a-charging-station,True
ampol,,"741 George St, Windsor, 2756",ampol,4,DC,150 kW,-33.63860965,150.7837227,Hawkesbury City Council,2756,Existing Fast Chargers,124,Sydney - Outer West and Blue Mountains,New South Wales,ev_00702,"-33.638610,150.783723",matched,41.13,nearby_identity,0000025567,Ampol Foodary Windsor South,741 George St Windsor South 2756,Ampol,CCS 2,,,4,,,,Ampol official station locator,Official website; no open-data licence asserted,https://ampcharge.ampol.com.au/find-a-charging-station,True
ampol,,"78 Great Western Hwy Cnr Ross St, Glenbrook, NSW, 2773",ampol,2,DC,125 kW,-33.7653881,150.6214758,Blue Mountains City Council,2773,ARENA - Driving the Nation,124,Sydney - Outer West and Blue Mountains,New South Wales,ev_00713,"-33.765388,150.621476",matched,1.05,nearby_identity,0000028974,Ampol Foodary Glenbrook,78 Great Western Hwy Cnr Ross St Glenbrook 2773,Ampol,CCS 2; CHAdeMO,,,2,,,,Ampol official station locator,Official website; no open-data licence asserted,https://ampcharge.ampol.com.au/find-a-charging-station,True
ampol,,"875 Richmond Rd, Marsden Park, NSW, 2765",ampol,2,DC,125 kW,-33.716109,150.8453094,Blacktown City Council,2765,ARENA - Driving the Nation,116,Sydney - Blacktown,New South Wales,ev_00747,"-33.716109,150.845309",matched,37.82,nearby_identity,0000022344,Ampol Foodary Marsden Park,875 Richmond Rd Marsden Park 2765,Ampol,CCS 2; CHAdeMO,,,2,,,,Ampol official station locator,Official website; no open-data licence asserted,https://ampcharge.ampol.com.au/find-a-charging-station,True
ampol,,"87-91 Roberts Rd Cnr Moondo St, Greenacre, NSW, 2190",ampol,2,DC,125 kW,-33.9047231,151.0645884,Strathfield Municipal Council,2190,ARENA - Driving the Nation,119,Sydney - Inner South West,New South Wales,ev_00748,"-33.904723,151.064588",matched,0.21,nearby_identity,0000022794,Ampol Foodary Greenacre,87-91 Roberts Rd Cnr Moondo St Greenacre 2190,Ampol,CCS 2,,,2,,,,Ampol official station locator,Official website; no open-data licence asserted,https://ampcharge.ampol.com.au/find-a-charging-station,True
ampol,,"9 Flinders St, Wollongong North, NSW, 2500",ampol,2,DC,125 kW,-34.4151195,150.8931953,Wollongong City Council,2500,ARENA - Driving the Nation,107,Illawarra,New South Wales,ev_00765,"-34.415120,150.893195",matched,12.68,nearby_identity,0000022128,Ampol Foodary Wollongong North,9 Flinders St Wollongong North 2500,Ampol,CCS 2; CHAdeMO,,,2,,,,Ampol official station locator,Official website; no open-data licence asserted,https://ampcharge.ampol.com.au/find-a-charging-station,True
ampol,,"917-923 Old Northern Rd, Dural, NSW, 2158",ampol,2,DC,125 kW,-33.6828871,151.0284517,"Hornsby, The Council of the Shire of",2158,ARENA - Driving the Nation,115,Sydney - Baulkham Hills and Hawkesbury,New South Wales,ev_00774,"-33.682887,151.028452",matched,2.47,nearby_identity,0000028780,Ampol Foodary Dural,917-923 Old Northern Rd Dural 2158,Ampol,CCS 2; CHAdeMO,,,2,,,,Ampol official station locator,Official website; no open-data licence asserted,https://ampcharge.ampol.com.au/find-a-charging-station,True
ampol,,"98-100 Windsor Rd Cnr Lombard Rd, Northmead, NSW, 2152",ampol,2,DC,125 kW,-33.7878745,150.9946557,"Parramatta, Council of the City of",2152,ARENA - Driving the Nation,125,Sydney - Parramatta,New South Wales,ev_00792,"-33.787875,150.994656",matched,7.08,nearby_identity,0000022427,Ampol Foodary Northmead,98-100 Windsor Rd Cnr Lombard Rd Northmead 2152,Ampol,CCS 2; CHAdeMO,,,2,,,,Ampol official station locator,Official website; no open-data licence asserted,https://ampcharge.ampol.com.au/find-a-charging-station,True
ampol,,"Central Ave 2, Sydney, 2015",ampol,6,DC,150 kW,-33.89561066,151.1961411,"Sydney, Council of the City of",2015,Existing Fast Chargers,117,Sydney - City and Inner South,New South Wales,ev_00826,"-33.895611,151.196141",matched,39.66,nearby_identity,0000025106,AmpCharge South Eveleigh Shopping Centre,2 Central Ave Eveleigh 2015,Ampol,CCS 2,,,6,,,,Ampol official station locator,Official website; no open-data licence asserted,https://ampcharge.ampol.com.au/find-a-charging-station,True
ampol,,"Cnr Dunheved Rd & Henry Lawson Dr, Werrington, NSW, 2747",ampol,2,DC,125 kW,-33.7463077,150.7413197,Penrith City Council,2747,ARENA - Driving the Nation,124,Sydney - Outer West and Blue Mountains,New South Wales,ev_00832,"-33.746308,150.741320",matched,53.47,nearby_identity,0000028569,Ampol Foodary Werrington,Cnr Dunheved Rd & Henry Lawson Dr Werrington 2747,Ampol,CCS 2; CHAdeMO,,,2,,,,Ampol official station locator,Official website; no open-data licence asserted,https://ampcharge.ampol.com.au/find-a-charging-station,True
ampol,,"M4 Motorway Westbound, Sydney, 2766",ampol,10,DC,400 kW,-33.80214519,150.8802132,Blacktown City Council,2766,Existing Fast Chargers,116,Sydney - Blacktown,New South Wales,ev_00899,"-33.802145,150.880213",matched,0.03,nearby_identity,0000028577,Ampol Foodary Eastern Creek Westbound,M4 Motorway Westbound Eastern Creek 2766,Ampol,CCS 2,,,10,,,,Ampol official station locator,Official website; no open-data licence asserted,https://ampcharge.ampol.com.au/find-a-charging-station,True
ampol,,"NARELLAN RD CNR MAXWELL PL, Sydney, 2567",ampol,4,DC,150 kW,-34.04010015,150.7435405,Camden Council,2567,Existing Fast Chargers,123,Sydney - Outer South West,New South Wales,ev_00917,"-34.040100,150.743540",matched,49.75,nearby_identity,0000022761,Ampol Foodary Narellan,Narellan Rd Cnr Maxwell Pl Narellan 2567,Ampol,CCS 2,,,4,,,,Ampol official station locator,Official website; no open-data licence asserted,https://ampcharge.ampol.com.au/find-a-charging-station,True
ampol,,"Newbridge Road 216, Sydney, 2170",ampol,2,DC,150 kW,-33.92932037,150.9551001,Liverpool City Council,2170,Existing Fast Chargers,127,Sydney - South West,New South Wales,ev_00918,"-33.929320,150.955100",matched,14.41,nearby_identity,0000022397,Ampol Foodary Moorebank,216 Newbridge Rd Moorebank 2170,Ampol,CCS 2,,,2,,,,Ampol official station locator,Official website; no open-data licence asserted,https://ampcharge.ampol.com.au/find-a-charging-station,True
ampol,,"Western Motorway, Sydney, 2766",ampol,15,DC,240 kW,-33.80154859,150.886,Blacktown City Council,2766,Existing Fast Chargers,116,Sydney - Blacktown,New South Wales,ev_00975,"-33.801549,150.886000",matched,14.61,nearby_identity,0000028576,Ampol Foodary Eastern Creek Eastbound,M4 Motorway Eastbound Eastern Creek 2766,Ampol,CCS 2; CHAdeMO,,,10,,,,Ampol official station locator,Official website; no open-data licence asserted,https://ampcharge.ampol.com.au/find-a-charging-station,True
ocm,,"1 - 7 Ross St, Wilcannia NSW 2836, Australia",nrma electric,4,DC,50 kW,-30.5118739,151.669395,Central Darling Shire Council,2350,TfNSW Regional,110,New England and North West,New South Wales,ev_00003,"-30.511874,151.669395",matched,29.23,nearby_identity,170824,Armidale Visitors Centre,"82 Marsh Street, Armidale, 2350",NRMA,CCS (Type 2); CHAdeMO,Currently free but will be fee at some point.,Public,,1,Operational,2020-12-11T13:42:00Z,Open Charge Map Contributors,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),https://openchargemap.org/site/poi/details/170824,True
ocm,,"1 Ingham Dr, Casula NSW 2170",evie networks,4,DC,50 kW,-33.948829,150.90027,Liverpool City Council,2170,ARENA - Driving the Nation,127,Sydney - South West,New South Wales,ev_00024,"-33.948829,150.900270",matched,125.52,nearby_identity,272688,Casula Mall,"1 Ingham Dr, Casula, 2170",Evie,CCS (Type 2); CHAdeMO,,Public - Membership Required,,2,Operational,2023-07-16T22:04:00Z,Open Charge Map Contributors,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),https://openchargemap.org/site/poi/details/272688,True
ocm,,"1 Park St, Sydney, 2103",jolt,2,DC,25 kW,-33.67613618,151.3039429,Northern Beaches Council,2103,Existing Fast Chargers,122,Sydney - Northern Beaches,New South Wales,ev_00036,"-33.676136,151.303943",matched,5.72,nearby_identity,192929,Mona Vale library carpark [JOLT],"1 Park St, Mona Vale, 2103",Jolt,CCS (Type 2); CHAdeMO,"First 7kWh free, then $0.46 per kWh thereafter. $5/hr idle time",Public - Membership Required,,1,Operational,2023-02-11T08:43:00Z,Open Charge Map Contributors,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),https://openchargemap.org/site/poi/details/192929,True
ocm,,"10 Winery Dr, Port Macquarie, 2444",tesla motors,12,DC,130 kW,-31.43610015,152.8235826,Port Macquarie-Hastings Council,2444,Existing Fast Chargers,108,Mid North Coast,New South Wales,ev_00060,"-31.436100,152.823583",matched,0.06,nearby_identity,79311,Port Macquarie Supercharger [Tesla],"764 Pacific Highway, Port Macquarie, 2444",Tesla (Tesla-only charging),CCS (Type 2),AUD 0.52/kWh,Public - Membership Required,,6,Operational,2021-12-19T01:54:00Z,Open Charge Map Contributors,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),https://openchargemap.org/site/poi/details/79311,True
ocm,,"1067 Oxley Hwy, Thrumster, 2444",chargefox,4,DC,180 kW,-31.46394199,152.8219499,Port Macquarie-Hastings Council,2444,Existing Fast Chargers,108,Mid North Coast,New South Wales,ev_00069,"-31.463942,152.821950",matched,29.91,nearby_identity,172921,Port Macquarie Service Centre [Chargefox],"1063 Oxley Highway, Thrumster, 2444",Chargefox,CCS (Type 2); CHAdeMO,"$0.60/kWh, 20% discount for NRMA members",Public,,2,Operational,2026-09-01T11:39:00Z,Open Charge Map Contributors,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),https://openchargemap.org/site/poi/details/172921,True
ocm,,"11 Ewingsdale Rd, Ewingsdale, 2481",nrma electric,4,DC,75 kW,-28.63612817,153.5534605,Byron Shire Council,2481,Existing Fast Chargers,112,Richmond - Tweed,New South Wales,ev_00080,"-28.636128,153.553460",matched,48.04,nearby_identity,190394,The Farm Byron Bay [NRMA],"Ewingsdale Road, Ewingsdale",NRMA,CCS (Type 2); CHAdeMO,,Public,,1,Operational,2025-10-06T09:29:00Z,Open Charge Map Contributors,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),https://openchargemap.org/site/poi/details/190394,True
ocm,,"110 Anzac Pde, Sydney, 2033",jolt,2,DC,25 kW,-33.90717322,151.2239409,Randwick City Council,2033,Existing Fast Chargers,118,Sydney - Eastern Suburbs,New South Wales,ev_00087,"-33.907173,151.223941",matched,17.96,nearby_identity,190875,Kensington [Jolt],"110 Anzac Pde, Kensington, 2033",Jolt,CCS (Type 2); CHAdeMO,$0.00/kWh up to 7 kWh then $0.40/kWh,Public - Membership Required,,1,Operational,2023-07-13T10:53:00Z,Open Charge Map Contributors,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),https://openchargemap.org/site/poi/details/190875,True
ocm,,"1106 Barrenjoey Rd, Sydney, 2108",jolt,2,DC,25 kW,-33.59707712,151.320022,Northern Beaches Council,2108,Existing Fast Chargers,122,Sydney - Northern Beaches,New South Wales,ev_00088,"-33.597077,151.320022",matched,23.48,nearby_identity,295979,Barrenjoey Road,"Barrenjoey Road, Palm Beach, 2108",Jolt,CCS (Type 2); CHAdeMO,"First 7kWh free, then $0.49 per kWh thereafter. $5/hr idle time",Public - Membership Required,,1,Operational,2024-03-03T23:09:00Z,Open Charge Map Contributors,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),https://openchargemap.org/site/poi/details/295979,True
ocm,,"1183-1187 The Horsley Dr, Sydney, 2164",chargefox,2,DC,150 kW,-33.84986891,150.8978248,Fairfield City Council,2164,Existing Fast Chargers,127,Sydney - South West,New South Wales,ev_00099,"-33.849869,150.897825",matched,79.77,nearby_identity,272624,ENGIE - Greenway Wetherill Park,"1183-1187 The Horsley Drive, Wetherill Park, 2164",Chargefox,CCS (Type 2),$0.55/kWh,Public - Membership Required,,2,Operational,2023-07-15T09:24:00Z,Open Charge Map Contributors,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),https://openchargemap.org/site/poi/details/272624,True
