augmentation_source,Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source,SA4_CODE26,SA4_NAME26,STE_NAME26,source_record_id,dc_location_key,augmentation_status,match_distance_m,match_method,external_id,external_title,external_address,external_operator,external_dc_plug_types,external_usage_cost_text,external_access_type,external_bay_count,external_number_of_points,external_status,external_last_verified,external_provider,external_provider_license,external_source_url,augmented
osm,,"98-100 Windsor Rd Cnr Lombard Rd, Northmead, NSW, 2152",ampol,2,DC,125 kW,-33.7878745,150.9946557,"Parramatta, Council of the City of",2152,ARENA - Driving the Nation,125,Sydney - Parramatta,New South Wales,ev_00792,"-33.787875,150.994656",matched,13.09,nearby_identity,node/9965036281,,,AmpCharge,CCS Type 2; CHAdeMO,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/9965036281,True
osm,,"Bryant Dr, Central Coast, 2259",tesla motors,12,DC,130 kW,-33.31010015,151.4206827,Central Coast Council,2259,Existing Fast Chargers,102,Central Coast,New South Wales,ev_00815,"-33.310100,151.420683",matched,0.07,nearby_identity,node/6517096170,Tesla Supercharger Tuggerah,,Tesla,CCS Type 2,,customers,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/6517096170,True
osm,,"Car Park behind the Civic Centre, Orange, 2800",nrma electric,2,DC,50 kW,-33.28142647,149.1027898,Orange City Council,2800,Existing Fast Chargers,103,Central West,New South Wales,ev_00821,"-33.281426,149.102790",matched,4.18,nearby_identity,node/13833992860,,,NRMA,CCS Type 2,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/13833992860,True
osm,,"Corner of Snowy River Avenue and Kalkite St, Jindabyne, 2627",nrma electric,4,DC,50 kW,-36.415952,148.6198038,Snowy Monaro Regional Council,2627,Existing Fast Chargers,101,Capital Region,New South Wales,ev_00839,"-36.415952,148.619804",matched,12.56,nearby_identity,node/6460781765,,,NRMA,CCS Type 2,,customers,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/6460781765,True
osm,,"Eskbank St, Lithgow, 2790",nrma electric,4,DC,180 kW,-33.48123828,150.1588018,"Lithgow Council, City of",2790,Existing Fast Chargers,103,Central West,New South Wales,ev_00852,"-33.481238,150.158802",matched,2.93,nearby_identity,node/12661943299,Eskbank St Car Park,,NRMA,CCS Type 2; CHAdeMO,0.71c/kWh,yes,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/12661943299,True
osm,,"f 419 Hinterland Wy, Knockrow, 2479",tesla motors,12,DC,130 kW,-28.74953958,153.5347227,Ballina Shire Council,2479,Existing Fast Chargers,112,Richmond - Tweed,New South Wales,ev_00853,"-28.749540,153.534723",matched,3.25,nearby_identity,node/6460580922,Tesla Supercharger,,Tesla,CCS Type 2,,yes,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/6460580922,True
osm,,"Gipps St, Bega, 2550",nrma electric,2,DC,50 kW,-36.67324729,149.843047,Bega Valley Shire Council,2550,Existing Fast Chargers,101,Capital Region,New South Wales,ev_00861,"-36.673247,149.843047",matched,15.97,nearby_identity,node/6711862737,,,NRMA,CCS Type 2; CHAdeMO,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/6711862737,True
osm,,"Jersey St, Sydney, 2077",bp,2,DC,75 kW,-33.68997402,151.1061692,"Hornsby, The Council of the Shire of",2077,Existing Fast Chargers,121,Sydney - North Sydney and Hornsby,New South Wales,ev_00881,"-33.689974,151.106169",matched,3.83,nearby_identity,node/10687053371,,,bp pulse,CCS Type 2,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/10687053371,True
osm,,"Kiewa St, Albury, 2640",nrma electric,2,DC,50 kW,-36.08379184,146.9148338,Albury City Council,2640,Existing Fast Chargers,109,Murray,New South Wales,ev_00885,"-36.083792,146.914834",matched,2.95,nearby_identity,node/7244697466,,,NRMA,CCS Type 2; CHAdeMO,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/7244697466,True
osm,,"Lauder St, Tumbarumba, 2653",chargefox,2,DC,100 kW,-35.7735596,148.0094114,Snowy Valleys Council,2653,Existing Fast Chargers,113,Riverina,New South Wales,ev_00894,"-35.773560,148.009411",matched,4.57,nearby_identity,node/12885318910,,,Chargefox,CCS Type 2,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/12885318910,True
osm,,"Murray Rose Ave, Sydney, 2127",nrma electric,2,DC,50 kW,-33.84603808,151.0698058,"Parramatta, Council of the City of",2127,Existing Fast Chargers,125,Sydney - Parramatta,New South Wales,ev_00915,"-33.846038,151.069806",matched,4.17,nearby_identity,node/6595579456,,,NRMA,CCS Type 2,,yes,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/6595579456,True
osm,,"Pacific Hwy, Boambee, 2450",chargefox,2,DC,270 kW,-30.31793098,153.0897227,Coffs Harbour City Council,2450,Existing Fast Chargers,104,Coffs Harbour - Grafton,New South Wales,ev_00927,"-30.317931,153.089723",matched,27.05,nearby_identity,node/10861584624,Chargefox Coffs Harbour,,Chargefox,CCS Type 2; CHAdeMO,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/10861584624,True
osm,,"Pole Ln, Sydney, 2065",evie networks,4,DC,75 kW,-33.82462167,151.1997668,North Sydney Council,2065,Existing Fast Chargers,121,Sydney - North Sydney and Hornsby,New South Wales,ev_00932,"-33.824622,151.199767",matched,20.92,nearby_identity,node/13059026685,,,Evie Networks,CCS Type 2,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/13059026685,True
osm,,"Rogan Ln, Young, 2594",nrma electric,2,DC,50 kW,-34.31177382,148.2950991,Hilltops Council,2594,Existing Fast Chargers,101,Capital Region,New South Wales,ev_00946,"-34.311774,148.295099",matched,5.7,nearby_identity,node/6460798626,,,NRMA,CCS Type 2; CHAdeMO,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/6460798626,True
osm,,"Shire St, West Wyalong, 2671",nrma electric,2,DC,50 kW,-33.92382187,147.2033794,Bland Shire Council,2671,Existing Fast Chargers,103,Central West,New South Wales,ev_00952,"-33.923822,147.203379",matched,29.43,nearby_identity,node/6460796546,,,NRMA,CCS Type 2; CHAdeMO,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/6460796546,True
osm,,"Short St, Mudgee, 2850",nrma electric,4,DC,125 kW,-32.58960965,149.5857578,Mid-Western Regional Council,2850,Existing Fast Chargers,103,Central West,New South Wales,ev_00954,"-32.589610,149.585758",matched,14.81,nearby_identity,node/13341675501,,,NRMA,CCS Type 2; CHAdeMO,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/13341675501,True
osm,,"Skillman's Lane, Coonamble, NSW 2829, Australia",nrma electric,4,DC,50 kW,-34.8411047,148.912197,Coonamble Shire Council,2582,TfNSW Regional,101,Capital Region,New South Wales,ev_00955,"-34.841105,148.912197",matched,23.19,nearby_identity,node/7816558586,,,NRMA,CHAdeMO,,yes,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/7816558586,True
osm,,"Vesper St, Batemans Bay, 2536",nrma electric,4,DC,75 kW,-35.7095526,150.173983,Eurobodalla Shire Council,2536,Existing Fast Chargers,101,Capital Region,New South Wales,ev_00970,"-35.709553,150.173983",matched,15.02,nearby_identity,node/10026076729,,,NRMA,CCS Type 2; CHAdeMO,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/10026076729,True
osm,,"William St, Sydney, 2046",evie networks,2,DC,75 kW,-33.86864269,151.1185836,"Canada Bay Council, City of",2046,Existing Fast Chargers,120,Sydney - Inner West,New South Wales,ev_00976,"-33.868643,151.118584",matched,3.7,nearby_identity,node/13586251301,,,Evie Networks,CCS Type 2,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/13586251301,True
osm,,"Wingewarra St, Dubbo, 2830",nrma electric,2,DC,50 kW,-32.24936341,148.6091872,Dubbo Regional Council,2830,Existing Fast Chargers,105,Far West and Orana,New South Wales,ev_00977,"-32.249363,148.609187",matched,15.73,nearby_identity,node/6759463884,,,NRMA,CCS Type 2,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/6759463884,True
osm,,"68 Lead St, Yass NSW 2582, Australia",tesla motors,12,DC,175 kW,-34.8436036,148.9142289,Yass Valley Council,2582,Fast Charging R1,101,Capital Region,New South Wales,ev_01650,"-34.843604,148.914229",matched,17.1,nearby_identity,node/11289934645,Tesla Supercharger,,Tesla,CCS Type 2,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/11289934645,True
osm,,"7 Northwood Rd, Longueville NSW 2066, Australia",bp,4,DC,175 kW,-33.8245399,151.172579,Lane Cove Municipal Council,2066,Fast Charging R1,121,Sydney - North Sydney and Hornsby,New South Wales,ev_01662,"-33.824540,151.172579",matched,13.91,nearby_identity,node/13103099620,,,bp pulse,CCS Type 2,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/13103099620,True
osm,,72 Lachlan St Hay NSW 2711 Australia,tesla motors,6,DC,175 kW,-34.5115082,144.8422816,Hay Shire Council,2711,Fast Charging R1,109,Murray,New South Wales,ev_01671,"-34.511508,144.842282",matched,14.06,nearby_identity,node/12087095506,Tesla Supercharger,,Tesla,CCS Type 2,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/12087095506,True
osm,,"Coonabarabran Visitor Cntr, Coonabarabran, 2357",nrma electric,2,DC,50 kW,-31.27879984,149.2792432,Warrumbungle Shire Council,2357,Existing Fast Chargers,105,Far West and Orana,New South Wales,ev_01762,"-31.278800,149.279243",matched,8.42,nearby_identity,node/7384135909,,,NRMA,CCS Type 2; CHAdeMO,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/7384135909,True
osm,,"Hope St, Blaxland NSW 2774, Australia",tesla motors,6,DC,175 kW,-33.7452292,150.6101288,Blue Mountains City Council,2774,Fast Charging R1,124,Sydney - Outer West and Blue Mountains,New South Wales,ev_01781,"-33.745229,150.610129",matched,26.19,nearby_identity,node/10861761260,Tesla Supercharger,,Tesla,CCS Type 2,,yes,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/10861761260,True
osm,,"1 Kendall Ave, Bathurst, 2795",tesla motors,12,DC,130 kW,-33.41901006,149.5867568,Bathurst Regional Council,2795,Existing Fast Chargers,103,Central West,New South Wales,ev_01816,"-33.419010,149.586757",matched,12.12,nearby_identity,node/8302152508,Tesla Supercharger,,Tesla,Tesla Supercharger (OSM label),,yes,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/8302152508,True
osm,,"1 Kendall Ave, Bathurst, 2795",nrma electric,2,DC,50 kW,-33.41910215,149.5867528,Bathurst Regional Council,2795,Existing Fast Chargers,103,Central West,New South Wales,ev_01817,"-33.419102,149.586753",matched,4.41,nearby_identity,node/6489744914,,,NRMA,CCS Type 2; CHAdeMO,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/6489744914,True
osm,,"1234 Princes Hwy, Engadine NSW 2233, Australia",bp,4,DC,175 kW,-34.0774032,151.0112053,Sutherland Shire Council,2233,Fast Charging R1,128,Sydney - Sutherland,New South Wales,ev_01896,"-34.077403,151.011205",matched,27.93,nearby_identity,node/12605963234,,,bp pulse,CCS Type 2; CHAdeMO,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/12605963234,True
