OBJECTID,Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source,SA4_CODE26,SA4_NAME26,STE_NAME26,source_record_id,dc_location_key,augmentation_status,match_distance_m,match_method,external_id,external_title,external_address,external_operator,external_dc_plug_types,external_usage_cost_text,external_access_type,external_bay_count,external_number_of_points,external_status,external_last_verified,external_provider,external_provider_license,external_source_url,augmented,augmentation_source,matched_sources,evie_match_status,evie_augmented,ampol_match_status,ampol_augmented,ocm_match_status,ocm_augmented,osm_match_status,osm_augmented
,The Commercial Hotel Wallerawang,"66 Main St
Wallerawang NSW 2845
Australia",Exploren,4,AC,AC,-33.4073176,150.0674988,"Lithgow Council, City of",2845,Destination Charging R2,103,Central West,New South Wales,ev_01649,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"66 Mill Hill Rd
Bondi Junction NSW 2022
Australia",PLUS ES,1,AC,22 kW,-33.8927166,151.244189,Waverley Council,2022,Kerbside Charging R1,118,Sydney - Eastern Suburbs,New South Wales,ev_01650,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"67 Boomerang St
Haberfield NSW 2045
Australia",PLUS ES,1,AC,22 kW,-33.870799,151.1454843,Inner West Council,2045,Kerbside Charging R1,120,Sydney - Inner West,New South Wales,ev_01651,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"67 John St
Leichhardt NSW 2040
Australia",EVE Australia,4,AC,22 kW,-33.8804965,151.1661681,Inner West Council,2040,Kerbside Charging R1,120,Sydney - Inner West,New South Wales,ev_01652,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"67 Lilyfield Rd
Rozelle NSW 2039
Australia",EVE Australia,2,AC,22 kW,-33.8689498,151.1716716,Inner West Council,2039,Kerbside Charging R1,120,Sydney - Inner West,New South Wales,ev_01653,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Bulahdelah Motor Lodge,"67-71 Bulahdelah Way
Bulahdelah NSW 2423
Australia",Non-networked,2,AC,AC,-32.4092056,152.2106639,Mid-Coast Council,2423,Destination Charging R2,108,Mid North Coast,New South Wales,ev_01654,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Woomargama Village Hotel Motel,"679 Woomargama Way
Woomargama NSW 2644
Australia",EVUp,4,AC,AC,-35.8332433,147.2484602,Greater Hume Shire Council,2644,Destination Charging R2,109,Murray,New South Wales,ev_01655,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Deniliquin Country Club Motor Inn,"68 Crispe St
Deniliquin NSW 2710
Australia",EVUp,3,AC,AC,-35.5372847,144.9664112,Edward River Council,2710,Destination Charging R1,109,Murray,New South Wales,ev_01656,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"68 Lead St, Yass NSW 2582, Australia",Tesla,12,DC,175 kW,-34.8436036,148.9142289,Yass Valley Council,2582,Fast Charging R1,101,Capital Region,New South Wales,ev_01657,"-34.843604,148.914229",matched,25.08,nearby_identity,296045,Tesla Superchargers Yass,"Lead Street, Yass, 2582",Tesla (including non-tesla),CCS (Type 2),$0.52/kWh,Public - Membership Required,,1,Operational,2024-03-06T09:49:00Z,Open Charge Map Contributors,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),https://openchargemap.org/site/poi/details/296045,True,ocm,ocm; osm,unmatched,False,unmatched,False,matched,True,matched,True
,Maranda Country Estate,"68 Wollombi St
Broke NSW 2330
Australia",Exploren,2,AC,AC,-32.7381559,151.099194,Singleton Council,2330,Destination Charging R2,106,Hunter Valley exc Newcastle,New South Wales,ev_01658,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"69 Bay St
Double Bay NSW 2028
Australia",Chargefox,2,AC,22 kW,-33.8746078,151.2425765,Woollahra Municipal Council,2028,Kerbside Charging R1,118,Sydney - Eastern Suburbs,New South Wales,ev_01659,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Glenworth Valley Outdoor Adventures,"69 Cooks Rd
Glenworth Valley NSW 2250
Australia",Everty,4,AC,AC,-33.4031523,151.192874,Central Coast Council,2250,Destination Charging R1,102,Central Coast,New South Wales,ev_01660,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"69 St Marks Rd
Randwick NSW 2031
Australia",PLUS ES,1,AC,22 kW,-33.9131216,151.2466295,Randwick City Council,2031,Kerbside Charging R1,118,Sydney - Eastern Suburbs,New South Wales,ev_01661,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Cael's Gate Wines,"697 Wollombi Rd
Broke NSW 2330
Australia",Exploren,2,AC,AC,-32.7954858,151.0769092,Singleton Council,2330,Destination Charging R2,106,Hunter Valley exc Newcastle,New South Wales,ev_01662,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Park Proxi Gibraltar Bowral,"7 Boronia St
Bowral NSW 2576
Australia",Exploren,4,AC,AC,-34.4662955,150.4136177,Wingecarribee Shire Council,2576,Destination Charging R2,114,Southern Highlands and Shoalhaven,New South Wales,ev_01663,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"7 Collingwood St
Bronte NSW 2024
Australia",Chargefox,2,AC,22 kW,-33.9071736,151.2655304,Waverley Council,2024,Kerbside Charging R1,118,Sydney - Eastern Suburbs,New South Wales,ev_01664,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"7 Holmwood St
Newtown NSW 2042
Australia",PLUS ES,1,AC,22 kW,-33.9038755,151.1793331,Inner West Council,2042,Kerbside Charging R1,117,Sydney - City and Inner South,New South Wales,ev_01665,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"7 Jersey Rd
Woollahra NSW 2025
Australia",PLUS ES,1,AC,22 kW,-33.888478,151.2326973,Woollahra Municipal Council,2025,Kerbside Charging R1,118,Sydney - Eastern Suburbs,New South Wales,ev_01666,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Wanderers Retreat,"7 Koala Pl
One Mile NSW 2316
Australia",Everty,4,AC,AC,-32.7765516,152.1098183,Port Stephens Council,2316,Destination Charging R2,106,Hunter Valley exc Newcastle,New South Wales,ev_01667,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Gosford Palms Motor Inn,"7 Moore St
West Gosford NSW 2250
Australia",EVNet,2,AC,AC,-33.4264633,151.3325267,Central Coast Council,2250,Destination Charging R2,102,Central Coast,New South Wales,ev_01668,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"7 Northwood Rd, Longueville NSW 2066, Australia",BP,4,DC,175 kW,-33.8245399,151.172579,Lane Cove Municipal Council,2066,Fast Charging R1,121,Sydney - North Sydney and Hornsby,New South Wales,ev_01669,"-33.824540,151.172579",matched,13.91,nearby_identity,node/13103099620,,,bp pulse,CCS Type 2,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/13103099620,True,osm,osm,unmatched,False,unmatched,False,unmatched,False,matched,True
,,"7 Poynton Pl
Thornton NSW 2322
Australia",Chargefox,2,AC,AC,-32.7958699,151.6383771,Maitland City Council,2322,Destination Charging R1,106,Hunter Valley exc Newcastle,New South Wales,ev_01670,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,ZIG ZAG MOTEL,"70 Chifley Rd
Vale of Clwydd NSW 2790
Australia",Everty,2,AC,AC,-33.4771293,150.1725465,"Lithgow Council, City of",2790,Destination Charging R2,103,Central West,New South Wales,ev_01671,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"70 Lower Gibbes St
Chatswood NSW 2067
Australia",EVX,2,AC,22 kW,-33.7856331,151.1976319,Willoughby City Council,2067,Kerbside Charging R1,121,Sydney - North Sydney and Hornsby,New South Wales,ev_01672,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Byron Shire Council Administration Building Public Carpark,"70 Station St
Mullumbimby NSW 2482
Australia",Chargefox,2,AC,AC,-28.5544073,153.5025086,Byron Shire Council,2482,Destination Charging R2,112,Richmond - Tweed,New South Wales,ev_01673,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Gartelmann Wines,"701 Lovedale Rd
Lovedale NSW 2325
Australia",EVNet,2,AC,AC,-32.7450596,151.3879283,Cessnock City Council,2325,Destination Charging R2,106,Hunter Valley exc Newcastle,New South Wales,ev_01674,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"7-11 Old Hume Hwy
Mittagong NSW 2575
Australia",Smart Charge,2,AC,AC,-34.4480824,150.4561517,Wingecarribee Shire Council,2575,Destination Charging R1,114,Southern Highlands and Shoalhaven,New South Wales,ev_01675,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Deniliquin RSL Club Ltd,"72 End St
Deniliquin NSW 2710
Australia",Smart Charge,8,AC,AC,-35.5355744,144.9673445,Edward River Council,2710,Destination Charging R1,109,Murray,New South Wales,ev_01676,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Hall St Carpark - Warialda,"72 Hope St
Warialda NSW 2402
Australia",Exploren,1,AC,AC,-29.5408204,150.5760029,Gwydir Shire Council,2402,Destination Charging R2,110,New England and North West,New South Wales,ev_01677,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,72 Lachlan St Hay NSW 2711 Australia,Tesla,6,DC,175 kW,-34.5115082,144.8422816,Hay Shire Council,2711,Fast Charging R1,109,Murray,New South Wales,ev_01678,"-34.511508,144.842282",matched,14.06,nearby_identity,node/12087095506,Tesla Supercharger,,Tesla,CCS Type 2,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/12087095506,True,osm,osm,unmatched,False,unmatched,False,review_identity,False,matched,True
,,"72 Watt St
Newcastle NSW 2300
Australia",Chargefox,2,AC,22 kW,-32.9314045,151.7820601,Newcastle City Council,2300,Kerbside Charging R1,111,Newcastle and Lake Macquarie,New South Wales,ev_01679,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"726 Bourke St
Redfern NSW 2016
Australia",EVX,2,AC,22 kW,-33.8940195,151.2141751,"Sydney, Council of the City of",2016,Kerbside Charging R1,117,Sydney - City and Inner South,New South Wales,ev_01680,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Mid-Western Regional Council,"73 Louee St
Rylstone NSW 2849
Australia",Smart Charge,2,AC,AC,-32.7976467,149.970402,Mid-Western Regional Council,2849,Destination Charging R1,103,Central West,New South Wales,ev_01681,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Bermagui Fishermen's Co-Operative,"73-79 Lamont St
Bermagui NSW 2546
Australia",Chargefox,2,AC,AC,-36.4266414,150.0714385,Bega Valley Shire Council,2546,Destination Charging R1,101,Capital Region,New South Wales,ev_01682,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"75 Corunna Rd
Stanmore NSW 2048
Australia",PLUS ES,1,AC,22 kW,-33.8889825,151.1684613,Inner West Council,2048,Kerbside Charging R1,117,Sydney - City and Inner South,New South Wales,ev_01683,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"75 Park Rd
Naremburn NSW 2065
Australia",EVX,2,AC,22 kW,-33.8155469,151.194236,Willoughby City Council,2065,Kerbside Charging R1,121,Sydney - North Sydney and Hornsby,New South Wales,ev_01684,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Tumut Riverina Highlands Building Public Car Park,"76 Capper St
Tumut NSW 2720
Australia",Chargefox,4,AC,AC,-35.3012354,148.2201425,Snowy Valleys Council,2720,Destination Charging R2,113,Riverina,New South Wales,ev_01685,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Coolamon Shire Council,"76 Ford St
Ganmain NSW 2702
Australia",Exploren,2,AC,AC,-34.7933852,147.0388513,Coolamon Shire Council,2702,Destination Charging R1,113,Riverina,New South Wales,ev_01686,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Palms Oasis Motel Coopernook,"76 George Gibson Dr
Coopernook NSW 2426
Australia",Everty,2,AC,AC,-31.8234893,152.6161719,Mid-Coast Council,2426,Destination Charging R2,108,Mid North Coast,New South Wales,ev_01687,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"76 Glossop St, North St Marys NSW 2760, Australia",BP,4,DC,175 kW,-33.7601979,150.7816339,Penrith City Council,2760,Fast Charging R1,124,Sydney - Outer West and Blue Mountains,New South Wales,ev_01688,"-33.760198,150.781634",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,review_ambiguous,False
,Latitude 32 Cellar Door,"771 Hermitage Rd
Pokolbin NSW 2320
Australia",Non-networked,2,AC,AC,-32.7165581,151.2572876,Singleton Council,2320,Destination Charging R2,106,Hunter Valley exc Newcastle,New South Wales,ev_01689,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Highlands Motor Inn,"77-79 Dart St
Oberon NSW 2787
Australia",CasaCharge,2,AC,AC,-33.7021774,149.8557833,Oberon Council,2787,Destination Charging R2,103,Central West,New South Wales,ev_01690,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Jervis Bay Holiday Park,"785 Woollamia Rd
Woollamia NSW 2540
Australia",Exploren,2,AC,AC,-35.0226143,150.6608772,Shoalhaven City Council,2540,Destination Charging R2,114,Southern Highlands and Shoalhaven,New South Wales,ev_01691,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Esca Bimbadgen,"790 McDonalds Rd
Pokolbin NSW 2320
Australia",Chargefox,2,AC,AC,-32.7442062,151.3156084,Cessnock City Council,2320,Destination Charging R2,106,Hunter Valley exc Newcastle,New South Wales,ev_01692,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"8 Belmore St
Enmore NSW 2042
Australia",PLUS ES,1,AC,22 kW,-33.8982772,151.1730843,Inner West Council,2042,Kerbside Charging R1,117,Sydney - City and Inner South,New South Wales,ev_01693,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"8 Eastbourne Ave
Clovelly NSW 2031
Australia",Chargefox,2,AC,22 kW,-33.9128921,151.2670905,Randwick City Council,2031,Kerbside Charging R1,118,Sydney - Eastern Suburbs,New South Wales,ev_01694,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"8 Federation Rd
Camperdown NSW 2050
Australia",EVE Australia,2,DC,60 kW,-33.8934749,151.178294,Inner West Council,2050,Kerbside Charging R1,117,Sydney - City and Inner South,New South Wales,ev_01695,"-33.893475,151.178294",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,,"8 Harris St
Wallsend NSW 2287
Australia",Chargefox,2,AC,7 kW,-32.9000135,151.6697411,Newcastle City Council,2287,Kerbside Charging R1,111,Newcastle and Lake Macquarie,New South Wales,ev_01696,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"8 Holtermann St
Crows Nest NSW 2065
Australia",ChargePost,26,AC,22 kW,-33.824556,151.2017523,North Sydney Council,2065,Kerbside Charging R1,121,Sydney - North Sydney and Hornsby,New South Wales,ev_01697,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Acacia Snowy Motel,"8 Nettin Cct
Jindabyne NSW 2627
Australia",Exploren,4,AC,AC,-36.41917,148.6086205,Snowy Monaro Regional Council,2627,Destination Charging R2,101,Capital Region,New South Wales,ev_01698,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"8 Stanley St, Bathurst, NSW, 2795, Australia",NRMA,4,DC,175 kW,-33.413357,149.5853256,Bathurst Regional Council,2795,Fast Charging R1,103,Central West,New South Wales,ev_01699,"-33.413357,149.585326",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_identity,False,unmatched,False,unmatched,False,review_identity,False
,,"80 Victoria Rd
Marrickville NSW 2204
Australia",EVE Australia,2,AC,22 kW,-33.9063008,151.1689967,Inner West Council,2204,Kerbside Charging R1,117,Sydney - City and Inner South,New South Wales,ev_01700,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Camellia Motel,"80 Whitton St
Narrandera NSW 2700
Australia",Charge OS,4,AC,AC,-34.741197,146.5549449,Narrandera Shire Council,2700,Destination Charging R2,113,Riverina,New South Wales,ev_01701,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"801-899R Bunnerong Rd
Chifley NSW 2036
Australia",Chargefox,2,DC,50 kW,-33.9729613,151.2365649,Waverley Council,2036,Kerbside Charging R1,118,Sydney - Eastern Suburbs,New South Wales,ev_01702,"-33.972961,151.236565",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,review_shared_external,False,unmatched,False
,Vacy Rest Stop,"804 Gresford Rd
Vacy NSW 2421
Australia",Exploren,1,AC,AC,-32.5400577,151.5776541,Dungog Shire Council,2421,Destination Charging R2,106,Hunter Valley exc Newcastle,New South Wales,ev_01703,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"81 De Vitre St
Lambton NSW 2299
Australia",Chargefox,2,AC,7 kW,-32.9110097,151.7082908,Newcastle City Council,2299,Kerbside Charging R1,111,Newcastle and Lake Macquarie,New South Wales,ev_01704,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Cootamundra Library Car Park,"81 Wallendoon St
Cootamundra NSW 2590
Australia",Exploren,4,AC,AC,-34.6395032,148.0257059,Cootamundra-gundagai Regional Council,2590,Destination Charging R2,113,Riverina,New South Wales,ev_01705,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"8-12 Bega St
Tathra NSW 2550
Australia",Chargefox,2,AC,AC,-36.7278267,149.9885057,Bega Valley Shire Council,2550,Destination Charging R1,101,Capital Region,New South Wales,ev_01706,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Singleton Diggers - Alroy Park Club,"8-14 Dorsman Dr
Singleton Heights NSW 2330
Australia",Exploren,2,AC,AC,-32.5491609,151.1619536,Singleton Council,2330,Destination Charging R1,106,Hunter Valley exc Newcastle,New South Wales,ev_01707,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,82 Summer St Orange NSW 2800 Australia,Tesla,6,DC,175 kW,-33.2833264,149.0944601,Orange City Council,2800,Fast Charging R1,103,Central West,New South Wales,ev_01708,"-33.283326,149.094460",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,The Charles Boutique Hotel & Dining,"82 Tarcutta St
Wagga Wagga NSW 2650
Australia",Noodoe,3,AC,AC,-35.1151339,147.3753415,Wagga Wagga City Council,2650,Destination Charging R1,113,Riverina,New South Wales,ev_01709,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"8275 Pacific Hwy, New Italy NSW 2472",Tesla,12,DC,175 kW,-30.8015492,152.8689544,Richmond Valley Council,2472,Fast Charging R1,108,Mid North Coast,New South Wales,ev_01710,"-30.801549,152.868954",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,The Civic,"83 Chandos St
Gunnedah NSW 2380
Australia",Exploren,4,AC,AC,-30.9761286,150.2519107,Gunnedah Shire Council,2380,Destination Charging R2,110,New England and North West,New South Wales,ev_01711,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Mingara Recreation Club,"83 Macquarie Rd
Springwood NSW 2777
Australia",Exploren,2,AC,AC,-33.6984685,150.5696737,Blue Mountains City Council,2777,Destination Charging R1,124,Sydney - Outer West and Blue Mountains,New South Wales,ev_01712,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Albury Showground,"836 Mate St
North Albury NSW 2640
Australia",Exploren,1,AC,AC,-36.0659794,146.935055,Albury City Council,2640,Destination Charging R2,109,Murray,New South Wales,ev_01713,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"84 Frenchmans Rd
Randwick NSW 2031
Australia",PLUS ES,1,AC,22 kW,-33.9072488,151.2505126,Randwick City Council,2031,Kerbside Charging R1,118,Sydney - Eastern Suburbs,New South Wales,ev_01714,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Lovedale Wedding Chapel and Reception,"842 Lovedale Rd
Allandale NSW 2320
Australia",Exploren,4,AC,AC,-32.7326471,151.3923335,Cessnock City Council,2320,Destination Charging R2,106,Hunter Valley exc Newcastle,New South Wales,ev_01715,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"85 Cowper St
Randwick NSW 2031
Australia",EVX,2,AC,22 kW,-33.9092542,151.2421072,Randwick City Council,2031,Kerbside Charging R1,118,Sydney - Eastern Suburbs,New South Wales,ev_01716,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"85 Denison St
Bondi Junction NSW 2022
Australia",PLUS ES,1,AC,22 kW,-33.89343,151.2443883,Waverley Council,2022,Kerbside Charging R1,118,Sydney - Eastern Suburbs,New South Wales,ev_01717,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"85 South St, Ulladulla NSW 2539, Australia",Evie Networks,4,DC,175 kW,-35.3595567,150.4754013,Shoalhaven City Council,2539,Fast Charging R1,114,Southern Highlands and Shoalhaven,New South Wales,ev_01718,"-35.359557,150.475401",matched,93.61,nearby_identity,6579,Ulladulla Shopping Centre,85 South St  Ulladulla 2539,Evie Networks,CCS Type 2,0.82/kWh,,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True,evie,evie,matched,True,unmatched,False,unmatched,False,review_identity,False
,,"850 Woodville Rd, Villawood 2163, NSW",Evie Networks,4,DC,175 kW,-33.8791212,150.9776442,Canterbury Bankstown Council,2163,Fast Charging R2,125,Sydney - Parramatta,New South Wales,ev_01719,"-33.879121,150.977644",matched,89.52,nearby_identity,7185,Timezone – Villawood,824-850 Woodville Rd  Villawood 2163,Evie Networks,CCS Type 2,0.71/kWh + 0.04/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True,evie,evie,matched,True,unmatched,False,unmatched,False,review_identity,False
,Sponars Chalet,"8568 Kosciuszko Rd
Wilsons Valley NSW 2624
Australia",Exploren,4,AC,AC,-36.3599294,148.4849448,Snowy Monaro Regional Council,2624,Destination Charging R2,101,Capital Region,New South Wales,ev_01720,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"86 Elswick St
Leichhardt NSW 2040
Australia",PLUS ES,1,AC,7 kW,-33.885178,151.1519273,Inner West Council,2040,Kerbside Charging R1,120,Sydney - Inner West,New South Wales,ev_01721,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Lake Canobolas,"87 Lake Canobolas Rd
Nashdale NSW 2800
Australia",Exploren,2,AC,AC,-33.2968721,149.0245698,Cabonne Council,2800,Destination Charging R2,103,Central West,New South Wales,ev_01722,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"872 Anzac Pde, Maroubra, NSW, 2035",Evie Networks,4,DC,75 kW,-33.9406054,151.2395169,Randwick City Council,2035,Kerbside Charging R1,118,Sydney - Eastern Suburbs,New South Wales,ev_01723,"-33.940605,151.239517",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_shared_external,False,unmatched,False,unmatched,False,review_identity,False
,,"88 Terry St
Tempe NSW 2044
Australia",PLUS ES,1,AC,22 kW,-33.9186508,151.1652517,Inner West Council,2044,Kerbside Charging R1,117,Sydney - City and Inner South,New South Wales,ev_01724,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"88-120 Clovelly Rd
Randwick NSW 2031
Australia",PLUS ES,1,AC,22 kW,-33.9091238,151.2486023,Randwick City Council,2031,Kerbside Charging R1,118,Sydney - Eastern Suburbs,New South Wales,ev_01725,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"89 Curlewis St
Bondi Beach NSW 2026
Australia",Chargefox,1,AC,7 kW,-33.8879047,151.2722051,Waverley Council,2026,Kerbside Charging R1,118,Sydney - Eastern Suburbs,New South Wales,ev_01726,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"9 Ascot St
Kensington NSW 2033
Australia",EVX,2,AC,22 kW,-33.907747,151.2241023,Randwick City Council,2033,Kerbside Charging R1,118,Sydney - Eastern Suburbs,New South Wales,ev_01727,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"9 Bessemer St, Mittagong, 2575",NRMA,2,AC,20 kW,-34.45008813,150.4424585,Wingecarribee Shire Council,2575,Existing Destination Chargers,114,Southern Highlands and Shoalhaven,New South Wales,ev_01728,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"9 Fort St
Petersham NSW 2049
Australia",PLUS ES,1,AC,22 kW,-33.890109,151.1577673,Inner West Council,2049,Kerbside Charging R1,117,Sydney - City and Inner South,New South Wales,ev_01729,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Mantra on Salt Beach,"9 Gunnamatta Ave
Kingscliff NSW 2487
Australia",Chargefox,2,AC,AC,-28.2779639,153.5776313,Tweed Shire Council,2487,Destination Charging R1,112,Richmond - Tweed,New South Wales,ev_01730,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
